fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin
2019-11-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,0","0,1","6,9",23:59,"17,0",13:12,29,"5,3","11,4",14:58,"7,9","1013,4",Varias,"1003,0",06
2019-11-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,2","0,0","6,4",00:19,"16,0",15:13,31,"5,3","12,5",12:46,"8,8","1014,5",Varias,"1011,5",14
2019-11-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,2","0,9","6,4",06:36,"16,1",11:25,99,"1,9","6,1",Varias,"8,3","1011,7",00,"1006,4",24
2019-11-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,2","1,0","6,1",05:50,"16,2",14:56,30,"2,5","6,1",07:08,"3,1","1007,6",Varias,"1004,7",24
2019-11-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,8","13,0","7,8",03:50,"13,7",14:11,27,"1,4","5,8",04:33,"0,1","1004,7",00,"992,1",24
2019-11-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,3","0,0","9,5",06:28,"17,1",13:03,27,"8,1","21,7",13:53,"5,5","1005,7",Varias,"991,1",03
2019-11-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","0,0","9,8",05:42,"17,0",13:03,31,"6,9","18,9",07:35,"8,2","1011,7",Varias,"1005,7",00
2019-11-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,6","0,0","9,5",Varias,"21,6",13:43,27,"4,2","8,9",00:05,"5,8","1012,4",Varias,"1008,8",14
2019-11-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,6","0,0","10,7",23:13,"22,6",13:25,32,"3,9","11,4",05:46,"7,6","1012,1",00,"1006,9",24
2019-11-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,9","0,0","10,7",Varias,"23,1",13:16,30,"5,8","13,9",19:13,"9,1","1011,7",Varias,"1006,0",04
2019-11-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,2","0,0","9,7",05:08,"20,7",14:06,30,"3,6","11,7",Varias,"8,4","1014,9",Varias,"1011,1",01
2019-11-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,0","0,0","10,5",03:11,"21,6",11:45,27,"7,2","14,4",07:42,"8,8","1017,5",Varias,"1013,2",05
2019-11-30,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,6","0,0","10,2",23:11,"21,0",13:15,23,"2,8","7,8",12:38,"9,0","1017,5",Varias,"1010,3",24
2019-12-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,6","3,8","7,4",05:51,"19,9",13:16,99,"3,6","8,9",Varias,"7,7","1010,3",00,"1006,9",13
2019-12-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,8","23,5","11,7",07:04,"16,0",11:59,04,"3,9","15,0",23:29,"0,4","1011,8",Varias,"1006,4",04
2019-12-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,2","24,0","10,5",15:13,"13,8",10:30,05,"9,2","18,1",09:32,"0,0","1011,6",00,"1003,2",24
2019-12-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,6","0,1","10,1",20:01,"15,1",13:30,36,"3,9","11,4",00:59,"1,2","1006,3",Varias,"999,5",04
2019-12-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,5","0,1","8,8",06:23,"16,2",11:47,04,"2,8","8,3",08:02,"8,4","1017,7",Varias,"1006,3",00
2019-12-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","0,0","9,7",20:28,"17,1",10:57,99,"1,9","6,1",Varias,"7,6","1019,9",Varias,"1016,9",00
2019-12-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,8","0,0","8,1",23:41,"17,5",13:08,99,"1,7","5,0",Varias,"5,2","1021,3",Varias,"1018,6",13
2019-12-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,4","0,0","6,7",04:51,"18,2",15:41,31,"3,1","16,4",23:44,"8,8","1020,9",00,"1018,0",16
2019-12-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,4","0,0","12,6",23:28,"20,1",13:37,31,"7,2","16,4",00:01,"8,2","1023,2",Varias,"1018,3",01
2019-12-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","0,0","7,2",23:47,"19,7",12:30,08,"3,3","9,7",13:05,"9,0","1022,7",00,"1019,0",24
2019-12-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,8","0,0","6,1",00:42,"21,6",13:51,29,"6,4","19,7",17:19,"5,5","1019,7",Varias,"1013,6",13
2019-12-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,0","0,0","10,3",02:22,"15,8",12:46,31,"7,5","19,7",04:42,"1,6","1019,3",00,"1009,0",24
2019-12-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,4","0,0","12,6",00:00,"20,2",13:58,26,"5,3","18,1",23:48,"0,2","1012,3",Varias,"1006,9",04
2019-12-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,6","0,0","12,5",23:56,"18,7",13:46,99,"8,6","17,5",Varias,"8,1","1013,9",Varias,"1011,6",06
2019-12-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,8","0,0","8,0",23:35,"17,5",13:30,27,"2,8","9,2",02:22,"8,3","1013,5",00,"1008,8",24
2019-12-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,6","0,0","7,4",03:25,"15,7",13:23,02,"1,4","6,7",23:02,"0,2","1008,8",00,"997,6",24
2019-12-17,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","0,0","10,0",07:04,"16,7",12:00,30,"1,7","12,5",23:48,"2,8","1009,5",Varias,"996,6",02
2019-12-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,3","0,0","9,5",23:59,"17,1",12:54,30,"7,2","16,4",04:53,"8,4","1016,1",Varias,"1009,5",00
2019-12-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,5","0,0","6,0",06:40,"15,0",11:55,99,"1,9","6,7",Varias,"0,9","1015,2",Varias,"1007,3",24
2019-12-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,5","1,1","9,8",00:26,"17,2",11:19,99,"3,9","13,9",Varias,"0,0","1007,3",00,"999,7",20
2019-12-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,0","0,0","11,8",07:23,"22,2",Varias,27,"2,8","21,1",23:00,"3,8","1005,1",Varias,"1000,1",00
2019-12-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,7","0,0","13,0",06:30,"22,4",14:36,27,"5,8","21,7",01:01,"8,6","1017,5",Varias,"1004,9",00
2019-12-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,2","0,0","12,6",18:12,"21,7",13:43,28,"3,6","16,1",00:01,"8,8","1023,9",Varias,"1017,5",00
2019-12-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,1","0,0","10,3",21:37,"21,9",14:37,99,"3,9","9,7",Varias,"8,9","1024,9",Varias,"1021,3",16
2019-12-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,7","0,0","6,8",06:18,"20,6",13:18,25,"1,1","5,8",21:32,"8,9","1022,4",Varias,"1019,1",24
2019-12-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,8","0,0","8,1",04:59,"21,6",10:27,99,"1,9","6,1",Varias,"7,9","1026,2",Varias,"1018,1",04
2019-12-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,8",Ip,"9,0",07:22,"18,6",13:35,99,"1,1","4,2",Varias,"8,4","1026,9",Varias,"1024,4",14
2019-12-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,4",Ip,"6,0",07:32,"14,7",14:31,09,"2,5","5,8",12:40,"8,5","1028,4",Varias,"1025,1",01
2019-12-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,7","0,0","7,3",Varias,"16,1",14:13,31,"1,9","6,7",Varias,"4,4","1030,1",Varias,"1026,6",15
2019-12-30,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,0","0,0","7,5",Varias,"16,5",12:22,35,"1,7","5,8",05:44,"7,4","1030,3",Varias,"1027,4",00
2019-12-31,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,2","0,0","6,4",07:30,"15,9",14:11,32,"1,4","6,1",Varias,"3,7","1030,9",Varias,"1027,9",04
2020-01-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,2","0,0","5,1",03:07,"15,3",14:27,22,"2,5","5,0",12:01,"8,7","1029,9",Varias,"1027,1",14
2020-01-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"9,6","0,0","5,6",23:30,"13,7",13:00,32,"2,8","7,8",07:16,"1,1","1029,9",Varias,"1027,4",15
2020-01-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"9,4","0,0","2,5",05:12,"16,2",14:29,01,"2,5","6,1",20:38,"8,5","1028,9",Varias,"1025,4",15
2020-01-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,8","0,0","5,9",07:45,"15,6",12:39,99,"2,2","5,8",Varias,"7,9","1030,3",Varias,"1027,3",24
2020-01-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,6","0,0","5,1",Varias,"16,2",13:35,25,"1,1","5,8",13:52,"8,9","1027,4",00,"1023,5",14
2020-01-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"9,1","0,0","2,9",05:23,"15,3",13:14,16,"1,7","5,0",12:47,"8,7","1026,9",Varias,"1024,3",02
2020-01-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,2","0,0","4,9",23:40,"15,5",14:51,34,"1,9","5,0",08:48,"8,0","1028,8",Varias,"1025,3",24
2020-01-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"8,4","0,0","2,0",06:37,"14,7",14:25,07,"1,7","6,7",13:34,"7,7","1027,2",Varias,"1024,1",04
2020-01-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,9","0,0","5,6",23:44,"16,2",13:11,99,"3,3","7,2",Varias,"8,7","1026,4",00,"1021,2",24
2020-01-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,9","0,1","5,1",02:35,"16,7",13:57,02,"3,9","14,4",18:12,"3,7","1024,5",Varias,"1018,9",07
2020-01-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,8","0,0","5,6",07:29,"16,1",11:27,99,"3,1","6,7",Varias,"8,9","1027,6",Varias,"1023,6",01
2020-01-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"8,3","0,0","1,9",06:58,"14,7",13:06,07,"2,8","7,8",14:44,"9,0","1027,2",Varias,"1024,9",14
2020-01-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"8,5","0,0","2,0",07:25,"15,0",13:48,25,"4,4","9,2",13:03,"8,5","1026,3",00,"1019,4",24
2020-01-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,7","0,0","5,0",03:27,"16,4",15:03,99,"3,3","10,3",Varias,"9,0","1020,3",Varias,"1017,7",14
2020-01-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,4","0,0","5,5",07:30,"17,4",15:00,30,"3,6","7,8",03:50,,"1027,9",22,"1019,9",00
2020-01-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,8","0,0","6,1",07:30,"17,5",15:08,32,,"8,3",02:10,,"1028,4",24,"1027,2",07
2020-01-17,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,0","0,0","3,3",05:59,"20,8",14:42,29,"3,6","7,5",16:00,,"1032,3",23,"1028,2",05
2020-01-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,8","0,0","8,0",21:40,"15,7",16:00,33,"2,2","8,6",01:10,,"1032,1",00,"1020,4",24
2020-01-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,1","8,3","8,6",Varias,"13,6",Varias,06,"8,3","18,9",19:30,,"1020,4",00,"1013,1",15
2020-01-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,0","44,2","8,0",07:22,"13,9",13:17,05,"5,8","26,1",05:30,,"1017,5",20,"1013,0",05
2020-01-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,8","1,6","8,2",05:00,"15,4",13:00,08,"5,3","16,4",06:50,,"1018,0",24,"1011,2",06
2020-01-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,4","0,0","8,7",23:49,"16,0",13:30,08,"3,6","8,6",11:20,"0,0","1015,5",23,"1012,1",16
2020-01-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,3","4,6","6,0",04:25,"14,6",11:45,07,"2,8","9,7",11:34,"3,1","1018,3",Varias,"1015,3",01
2020-01-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,8","0,0","7,7",05:26,"16,0",14:04,99,"3,6","8,3",Varias,"1,8","1019,0",Varias,"1016,4",15
2020-01-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,1","0,0","8,7",Varias,"15,5",13:23,04,"1,4","9,2",11:41,"1,0","1016,7",00,"1013,3",17
2020-01-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,9","0,0","6,3",03:25,"17,5",14:05,99,"6,1","12,5",Varias,"8,9","1021,8",Varias,"1015,0",01
2020-01-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,9","0,0","6,6",03:22,"17,2",13:28,29,"4,2","9,7",04:21,"9,5","1022,2",Varias,"1018,1",16
2020-01-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,7","0,0","6,7",06:00,"20,7",14:49,26,"4,7","10,8",12:21,"3,3","1020,3",Varias,"1017,8",15
2020-01-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,0","0,0","11,3",04:47,"20,7",15:25,99,"5,0","12,8",Varias,"9,0","1020,4",Varias,"1017,8",14
2020-01-30,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,6","0,0","11,7",07:04,"21,5",14:09,31,"2,8","16,1",21:11,"8,3","1020,3",Varias,"1017,3",15
2020-01-31,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,4","0,0","11,9",23:59,"21,0",13:40,99,"6,9","14,4",Varias,"9,6","1020,6",Varias,"1017,8",15
2020-02-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,6","0,0","10,5",02:55,"22,7",13:30,31,"6,4","15,3",14:10,"8,4","1022,8",Varias,"1018,2",04
2020-02-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,4","0,0","11,0",23:27,"23,9",14:14,31,"4,4","10,8",03:08,"9,0","1025,7",Varias,"1022,5",00
2020-02-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,4","0,0","9,3",05:04,"23,5",11:42,08,"1,7","4,7",Varias,"9,9","1026,1",Varias,"1023,6",16
2020-02-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"19,7","0,0","12,1",00:42,"27,3",14:17,99,"5,0","14,4",Varias,"10,0","1023,9",00,"1017,7",16
2020-02-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,1","0,2","8,7",23:53,"15,5",00:15,06,"2,8","11,7",02:27,"0,5","1026,9",Varias,"1023,4",00
2020-02-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,2",Ip,"6,9",05:17,"15,5",11:20,36,"2,8","6,7",22:47,"6,8","1025,2",Varias,"1021,4",16
2020-02-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,9","0,0","8,1",23:30,"15,7",12:16,11,"1,7","5,8",13:58,"3,8","1021,9",00,"1019,4",15
2020-02-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,8","0,0","6,1",04:10,"19,6",14:09,22,"3,3","7,8",13:03,"6,4","1023,5",Varias,"1019,7",14
2020-02-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,6","0,0","9,5",22:26,"17,7",13:08,99,"1,4","8,9",Varias,"7,1","1028,9",Varias,"1022,7",03
2020-02-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,2","0,0","7,9",05:11,"22,5",14:01,99,"4,7","10,3",Varias,"10,2","1028,4",00,"1022,9",24
2020-02-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"18,1","0,0","12,0",23:43,"24,2",13:48,29,"3,3","9,2",00:47,"9,1","1023,0",00,"1017,5",16
2020-02-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,3","0,0","10,7",06:25,"19,9",11:06,10,"3,1","9,2",12:50,"7,8","1020,9",Varias,"1019,2",03
2020-02-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,5","0,0","9,6",07:04,"21,4",14:37,99,"2,8","7,8",Varias,"7,8","1020,3",Varias,"1017,6",16
2020-02-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,6","0,0","9,6",23:16,"19,7",10:25,99,"2,2","6,1",Varias,"10,2","1022,3",Varias,"1019,7",00
2020-02-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,0","0,1","6,7",03:46,"17,2",Varias,11,"1,1","5,8",12:43,"10,1","1024,7",Varias,"1021,3",03
2020-02-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,2","0,1","6,6",05:38,"17,7",14:31,17,"1,1","5,8",14:44,"8,1","1025,2",Varias,"1022,3",15
2020-02-17,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,0",Ip,"8,3",06:52,"19,7",11:36,99,"1,4","9,2",Varias,"8,4","1024,2",Varias,"1019,8",15
2020-02-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","1,2","12,1",03:13,"14,6",10:33,99,"3,3","9,2",Varias,"0,0","1028,2",Varias,"1024,2",00
2020-02-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,5","0,4","9,2",22:11,"15,8",13:38,99,"1,9","5,8",Varias,"3,7","1028,8",Varias,"1025,2",24
2020-02-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,1","0,0","7,3",07:09,"16,9",13:56,99,"2,8","6,7",12:37,"10,4","1025,2",00,"1020,8",14
2020-02-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,9","0,0","6,0",03:27,"15,8",13:48,11,"2,2","8,3",10:31,"7,8","1027,8",Varias,"1023,4",01
2020-02-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,5",Ip,"4,3",06:34,"18,7",13:14,07,"1,1","5,8",15:14,"10,4","1030,4",Varias,"1026,7",03
2020-02-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,8","0,1","4,9",05:04,"20,7",13:59,99,"2,5","6,1",Varias,"10,4","1031,4",Varias,"1027,4",24
2020-02-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,5","0,0","4,5",05:52,"20,5",12:25,19,"2,2","7,8",13:45,"10,5","1027,4",00,"1017,3",24
2020-02-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,0","0,0","7,4",05:03,"26,6",14:35,26,"5,0","13,9",08:03,"10,0","1017,3",00,"1011,0",15
2020-02-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,5","0,0","8,8",21:51,"22,2",13:45,99,"5,6","16,9",Varias,"10,4","1016,9",Varias,"1013,0",00
2020-02-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,6","0,0","11,1",00:59,"24,1",14:37,99,"5,8","11,7",Varias,"10,6","1018,0",Varias,"1014,6",15
2020-02-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,1","0,0","10,5",22:44,"23,7",12:21,99,"2,8","9,7",Varias,"9,8","1018,8",Varias,"1014,8",24
2020-02-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,4","0,0","7,2",06:30,"23,6",12:59,28,"4,2","12,8",21:15,"9,6","1014,8",00,"1007,9",16
2020-03-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,6","0,0","12,6",22:14,"22,6",15:39,27,"3,1","12,8",Varias,"7,0","1012,5",Varias,"1007,2",24
2020-03-02,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"18,5","0,6","12,1",18:37,"24,9",11:32,27,"9,7","22,8",11:42,"7,2","1014,7",Varias,"999,9",07
2020-03-03,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,2","0,0","7,1",05:16,"23,2",13:50,31,"5,8","16,9",Varias,"4,5","1015,4",Varias,"1009,2",14
2020-03-04,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"18,2","0,0","12,8",02:37,"23,6",13:28,31,"6,9","16,4",10:25,"9,1","1016,4",Varias,"1012,9",Varias
2020-03-05,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"19,4","0,0","13,1",03:02,"25,6",14:37,29,"6,9","18,9",15:03,"8,8","1012,9",00,"1004,5",15
2020-03-06,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","0,1","9,1",22:59,"17,7",14:52,99,"8,9","16,9",Varias,"5,1","1018,7",24,"1010,7",00
2020-03-07,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,2","0,0","10,3",Varias,"20,2",14:51,31,"5,3","18,1",09:07,"10,5","1021,5",Varias,"1017,3",03
2020-03-08,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,0","0,0","6,4",Varias,"23,5",14:30,99,"3,6","10,3",Varias,"11,0","1021,5",Varias,"1016,7",17
2020-03-09,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,6","0,0","13,3",05:08,"21,9",14:45,30,"5,0","14,4",14:43,"7,3","1020,2",Varias,"1016,4",16
2020-03-10,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,9","0,0","8,6",06:20,"19,2",13:03,08,"2,2","8,9",00:04,"10,9","1023,9",Varias,"1019,5",00
2020-03-11,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,2","0,0","8,6",Varias,"21,7",10:27,23,"3,1","6,7",00:10,"11,1","1020,3",00,"1018,1",15
2020-03-12,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,8","0,0","9,2",04:56,"24,4",11:42,36,"2,2","5,8",12:36,"10,5","1018,9",00,"1013,2",16
2020-03-13,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"17,1",Ip,"10,6",02:20,"23,6",10:17,08,"3,1","10,8",14:43,"7,1","1016,3",Varias,"1012,4",04
2020-03-14,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,0","0,0","9,8",05:16,"20,2",11:27,99,"2,8","7,2",Varias,"10,1","1017,8",Varias,"1015,0",02
2020-03-15,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","0,5","8,8",05:04,"18,0",14:39,07,"2,5","8,3",14:53,"9,8","1016,6",00,"1010,6",24
2020-03-16,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,4","5,0","10,2",13:19,"16,5",11:01,29,"5,3","13,3",12:46,"0,5","1015,3",Varias,"1007,4",03
2020-03-17,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,6","3,5","11,0",06:31,"18,2",13:40,99,"4,2","18,1",Varias,"0,6","1021,7",Varias,"1015,3",00
2020-03-18,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"15,0","0,0","10,6",22:23,"19,5",11:50,99,"6,1","13,9",Varias,"9,8","1022,3",Varias,"1019,2",17
2020-03-19,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,1","0,0","8,5",04:19,"17,7",12:35,08,"6,4","14,4",14:36,"9,3","1019,9",00,"1015,3",17
2020-03-20,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,3","0,0","10,0",04:40,"16,6",Varias,07,"6,4","13,3",10:58,"3,5","1015,4",00,"1011,3",18
2020-03-21,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,6","22,3","10,2",23:59,"17,0",09:40,07,"3,3","11,4",11:50,"1,9","1012,1",00,"1008,0",15
2020-03-22,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,2","7,5","9,2",05:55,"15,3",14:58,99,"2,2","6,7",Varias,"0,8","1010,8",Varias,"1006,7",05
2020-03-23,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,6","24,5","12,1",00:00,"17,2",12:14,05,"6,7","14,4",20:44,"2,0","1012,3",Varias,"1009,5",03
2020-03-24,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,0","9,2","11,5",04:10,"14,4",16:06,07,"6,9","17,5",09:19,"0,0","1012,5",Varias,"1009,2",05
2020-03-25,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"11,4","5,2","9,3",Varias,"13,6",11:25,03,"3,9","12,5",00:01,"3,2","1013,5",Varias,"1011,2",24
2020-03-26,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,8","0,0","6,5",05:15,"19,2",14:12,99,"4,2","11,4",Varias,"10,4","1011,2",00,"1003,4",14
2020-03-27,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"10,1","6,3","9,1",12:55,"11,1",09:43,99,"3,6","8,9",Varias,"0,0","1012,3",Varias,"1007,5",04
2020-03-28,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,3","0,0","7,7",23:02,"16,9",11:31,99,"3,6","7,8",Varias,"7,3","1016,1",Varias,"1012,0",00
2020-03-29,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"13,2","0,0","6,3",03:34,"20,2",11:37,17,"3,1","9,2",15:22,"12,0","1015,8",00,"1010,4",24
2020-03-30,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"12,0","0,3","8,1",03:16,"16,0",11:00,08,"6,4","13,9",Varias,"2,5","1010,4",00,"1007,0",24
2020-03-31,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"14,9","3,6","10,8",07:34,"19,0",14:08,25,"3,3","8,3",06:51,"4,8","1008,3",Varias,"1003,2",05
2020-04-01,8019,ALICANTE-ELCHE AEROPUERTO,ALICANTE,43,"16,2","6,6","11,3",23:28,"21,1",13:12,27,"4,2","11,4",23:08,"9,8","1009,0",Varias,"1005,5",16
